OrphaCode,Name,DisorderType,DisorderGroup,ICD-11,MONDO,ICD-10,OMIM,UMLS,MeSH,MedDRA,GARD,DiseaseName,AgeOfOnset,TypeOfInheritance
306462,OBSOLETE: Congenital sucrase-isomaltase deficiency without starch intolerance,Clinical subtype,Subtype of disorder,,,,,,,,,,,
306446,OBSOLETE: Congenital sucrase-isomaltase deficiency with minimal starch tolerance,Clinical subtype,Subtype of disorder,,,,,,,,,,,
306550,FADD-related immunodeficiency,Disease,Disorder,4A01.21,0013408,D89.8,613759,C4509831,,,,FADD-related immunodeficiency,"Infancy, Neonatal",Autosomal recessive
306553,Myospherulosis,Disease,Disorder,,0017628,M79.8,,C0027123,,,,Myospherulosis,Adult,Not applicable
306542,Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome,Malformation syndrome,Disorder,,0013271,Q87.0,613456,C4751077,,,,Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome,"Antenatal, Neonatal",Autosomal recessive
306547,Porencephaly-microcephaly-bilateral congenital cataract syndrome,Malformation syndrome,Disorder,,0013394,Q07.8,613730,C4751076,,,,Porencephaly-microcephaly-bilateral congenital cataract syndrome,"Infancy, Neonatal",Autosomal recessive
306530,Congenital hereditary facial paralysis-variable hearing loss syndrome,Morphological anomaly,Disorder,,0017627,Q87.0,614744,C4302592,,,,Congenital hereditary facial paralysis-variable hearing loss syndrome,"Infancy, Neonatal",Autosomal recessive
306539,OBSOLETE: Hereditary acrokeratotic poikiloderma of Kindler-Weary,Disease,Disorder,,,,,,,,,,,
306522,OBSOLETE: Genetic primary hypomagnesemia with normocalciuria,Clinical group,Group of disorders,,,,,,,,,,,
306527,Isolated hereditary congenital facial paralysis,Morphological anomaly,Disorder,,0011090,Q87.0,601471,C4518577,,,8583,Isolated hereditary congenital facial paralysis,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
306516,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis,Disease,Disorder,5C64.41,0017624,E83.4,,C5679977,,,,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis,"Childhood, Infancy",Autosomal recessive
306519,OBSOLETE: Genetic primary hypomagnesemia with hypocalciuria,Clinical group,Group of disorders,,,,,,,,,,,
306507,LAMB2-related infantile-onset nephrotic syndrome,Disease,Disorder,,,,614199,,,,,,,
306511,Autosomal recessive spastic paraplegia type 48,Disease,Disorder,,0013342,G11.4,613647,C3150901,,,17378,Autosomal recessive spastic paraplegia type 48,Adult,Autosomal recessive
306498,PTEN hamartoma tumor syndrome,Disease,Disorder,LD2D.Y,0017623,Q85.8,,C1959582,,,12800,PTEN hamartoma tumor syndrome,All ages,Autosomal dominant
306504,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome,Disease,Disorder,,0013881,J84.8,614748,C4518785,,,,Interstitial lung disease-nephrotic syndrome-epidermolysis bullosa syndrome,"Infancy, Neonatal",Autosomal recessive
306474,OBSOLETE: Congenital sucrase-isomaltase deficiency with starch and lactose intolerance,Clinical subtype,Subtype of disorder,,,,,,,,,,,
306486,OBSOLETE: Congenital sucrase-isomaltase deficiency without sucrose intolerance,Clinical subtype,Subtype of disorder,,,,,,,,,,,
306666,Rare parkinsonian syndrome due to neurodegenerative disease,Category,Group of disorders,,,,,C5681086,,,,,,
306661,Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome,Clinical subtype,Subtype of disorder,,0100251,M11.2,617994,C5679978,,,10879,Familial hyperphosphatemic tumoral calcinosis/Hyperphosphatemic hyperostosis syndrome,,Autosomal recessive
306658,Familial normophosphatemic tumoral calcinosis,Clinical subtype,Subtype of disorder,5C64.5,0012502,M11.2,610455,C1864861,C566473,,10878,Familial normophosphatemic tumoral calcinosis,Infancy,Autosomal recessive
306648,Non-infectious anterior uveitis,Category,Group of disorders,,0017634,,,C0339317,,,,,,
306644,Complication after organ transplantation,Particular clinical situation in a disease or syndrome,Disorder,NE84,700220,T86.8,,C5681087,,,,Complication after organ transplantation,All ages,Not applicable
306640,Rare intoxication due to medical products,Category,Group of disorders,,,,,C5681088,,,,,,
306636,Rare tumor of liver and intrahepatic biliary tract,Category,Group of disorders,,,,,C5679979,,,,,,
306633,Rare tumor of gallbladder and extrahepatic biliary tract,Category,Group of disorders,,,,,C5679980,,,,,,
306617,X-linked complicated spastic paraplegia type 1,Clinical subtype,Subtype of disorder,,0017630,,,C5779711,,,,X-linked complicated spastic paraplegia type 1,"Antenatal, Infancy, Neonatal",X-linked recessive
306597,OBSOLETE: X-linked Opitz G/BBB syndrome,Etiological subtype,Subtype of disorder,,,,,,,,,,,
306588,OBSOLETE: Autosomal dominant Opitz G/BBB syndrome,Etiological subtype,Subtype of disorder,,,,,,,,,,,
306577,Hereditary sodium channelopathy-related small fibers neuropathy,Disease,Disorder,,0017629,G99.1,615551,C5925033,,,,Hereditary sodium channelopathy-related small fibers neuropathy,No data available,Autosomal dominant
306561,OBSOLETE: Autosomal dominant childhood-onset cortical cataract,Clinical subtype,Subtype of disorder,,,,,,,,,,,
306558,Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome,Disease,Disorder,8A60.9,,Q02,619278,C5190632,,,,Primary microcephaly-epilepsy-permanent neonatal diabetes syndrome,Neonatal,Autosomal recessive
295091,"OBSOLETE: Congenital absence of thigh and lower leg with foot present, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295089,"OBSOLETE: Congenital absence of thigh and lower leg with foot present, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295095,"OBSOLETE: Congenital absence of both forearm and hand, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295093,"OBSOLETE: Congenital absence of both forearm and hand, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295099,"OBSOLETE: Congenital absence of both lower leg and foot, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295097,"OBSOLETE: Congenital absence of both lower leg and foot, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295103,"OBSOLETE: Acheiria, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295101,"OBSOLETE: Acheiria, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295107,"OBSOLETE: Apodia, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295105,"OBSOLETE: Apodia, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295112,"OBSOLETE: Congenital absence/hypoplasia of thumb, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295110,"OBSOLETE: Congenital absence/hypoplasia of thumb, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295116,"OBSOLETE: Adactyly of foot, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295114,"OBSOLETE: Congenital absence/hypoplasia of fingers excluding thumb, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295120,"OBSOLETE: Split hand, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295118,"OBSOLETE: Adactyly of foot, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295122,"OBSOLETE: Split hand, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295124,"OBSOLETE: Split foot, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295126,"OBSOLETE: Split foot, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295128,"OBSOLETE: Brachydactyly of fingers, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295130,"OBSOLETE: Brachydactyly of fingers, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295132,"OBSOLETE: Brachydactyly of toes, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295134,"OBSOLETE: Brachydactyly of toes, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295136,"OBSOLETE: Symbrachydactyly of hand and foot, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295138,"OBSOLETE: Symbrachydactyly of hand and foot, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295140,"OBSOLETE: Hyperphalangy, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295142,"OBSOLETE: Hyperphalangy, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295144,"OBSOLETE: Polydactyly of a biphalangeal thumb, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295146,"OBSOLETE: Polydactyly of a biphalangeal thumb, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295148,"OBSOLETE: Polydactyly of a triphalangeal thumb, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295150,"OBSOLETE: Polydactyly of a triphalangeal thumb, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295152,"OBSOLETE: Polydactyly of an index finger, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295163,"OBSOLETE: Postaxial polydactyly type A, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295161,"OBSOLETE: Polysyndactyly, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295159,"OBSOLETE: Polysyndactyly, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295154,"OBSOLETE: Polydactyly of an index finger, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295171,"OBSOLETE: Central polydactyly of fingers, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295169,"OBSOLETE: Postaxial polydactyly type B, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295167,"OBSOLETE: Postaxial polydactyly type B, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295165,"OBSOLETE: Postaxial polydactyly type A, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295179,"OBSOLETE: Postaxial polydactyly of toes, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295177,"OBSOLETE: Preaxial polydactyly of toes, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295175,"OBSOLETE: Preaxial polydactyly of toes, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295173,"OBSOLETE: Central polydactyly of fingers, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295187,Zygodactyly type 1,Clinical subtype,Subtype of disorder,LB79.Y,0012351,Q70.3,609815,C1853294,C565223,,,,,
295185,"OBSOLETE: Central polydactyly of toes, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295183,"OBSOLETE: Central polydactyly of toes, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295181,"OBSOLETE: Postaxial polydactyly of toes, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295193,Zygodactyly type 4,Clinical subtype,Subtype of disorder,LB79.Y,0017545,Q70.3,,C5679981,,,,,,
295195,Synpolydactyly type 1,Clinical subtype,Subtype of disorder,LB79.Y,0008513,Q70.0,186000,C5574994,,,,Synpolydactyly type 1,,Autosomal dominant
295189,Zygodactyly type 2,Clinical subtype,Subtype of disorder,LB79.Y,0017543,Q70.3,,C5679982,,,,,,
295191,Zygodactyly type 3,Clinical subtype,Subtype of disorder,LB79.Y,0017544,Q70.3,,C5679983,,,,Zygodactyly type 3,,Autosomal dominant
295201,"Congenital vertical talus, unilateral",Clinical subtype,Subtype of disorder,LB98.4,0017546,Q66.8,192950,C5681089,,,,"Congenital vertical talus, unilateral",,Autosomal dominant
295203,"Congenital vertical talus, bilateral",Clinical subtype,Subtype of disorder,LB98.4,0017547,Q66.8,192950,C1860446,,,,"Congenital vertical talus, bilateral",,Autosomal dominant
295197,Synpolydactyly type 2,Clinical subtype,Subtype of disorder,LB79.Y,0011984,Q70.2,608180,C1842422,C564278,,,Synpolydactyly type 2,,Autosomal dominant
295199,Synpolydactyly type 3,Clinical subtype,Subtype of disorder,LB79.Y,0012447,Q70.2,610234,C1853255,C565216,,,,,
295209,"OBSOLETE: Humero-radial synostosis, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295211,"OBSOLETE: Humero-radial synostosis, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295205,"OBSOLETE: Humero-radio-ulnar synostosis, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295207,"OBSOLETE: Humero-radio-ulnar synostosis, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295217,"OBSOLETE: Radio-ulnar synostosis, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295219,"OBSOLETE: Radio-ulnar synostosis, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295213,"OBSOLETE: Humero-ulnar synostosis, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295215,"OBSOLETE: Humero-ulnar synostosis, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295232,Congenital genu flexum,Clinical subtype,Subtype of disorder,LB93.1,0017561,Q68.2,,C5681090,,,,,,
295229,Congenital genu recurvatum,Clinical subtype,Subtype of disorder,LB93.0,0017560,Q68.2,,C0152235,,,,,,
295237,"OBSOLETE: Congenital patella dislocation, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295234,"OBSOLETE: Congenital patella dislocation, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295223,"OBSOLETE: Madelung deformity, bilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295221,"OBSOLETE: Madelung deformity, unilateral",Clinical subtype,Subtype of disorder,,,,,,,,,,,
295227,"Congenital elbow dislocation, bilateral",Clinical subtype,Subtype of disorder,LB92,0017559,Q68.8,,C5437776,,,,,,
295225,"Congenital elbow dislocation, unilateral",Clinical subtype,Subtype of disorder,LB92,0017558,Q68.8,,C5681091,,,,,,
295241,"Macrodactyly of fingers, bilateral",Clinical subtype,Subtype of disorder,LB97.0,0017565,Q74.0,,C5437813,,,,,,
295239,"Macrodactyly of fingers, unilateral",Clinical subtype,Subtype of disorder,LB97.0,0017564,Q74.0,155500,C5679987,,,,"Macrodactyly of fingers, unilateral",,Autosomal dominant
295245,"Macrodactyly of toes, bilateral",Clinical subtype,Subtype of disorder,LB97.1,0017567,Q74.2,,C5437810,,,,,,
295243,"Macrodactyly of toes, unilateral",Clinical subtype,Subtype of disorder,LB97.1,0017566,Q74.2,155500,C5679988,,,,"Macrodactyly of toes, unilateral",,Autosomal dominant
298644,Disorder of thiamine metabolism and transport,Category,Group of disorders,,0017578,,,C5681092,,,,Disorder of thiamine metabolism and transport,"Infancy, Neonatal","Autosomal dominant, Autosomal recessive"
300179,Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency,Clinical subtype,Subtype of disorder,LD28.1Y,0013800,Q79.6,614557,C4303788,,,,Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency,"Infancy, Neonatal",Autosomal recessive
300319,Charcot-Marie-Tooth disease type 2P,Disease,Disorder,,,G60.0,614436,C3280797,,,12435,Charcot-Marie-Tooth disease type 2P,"Adolescent, Adult","Autosomal dominant, Autosomal recessive"
300324,Persistent polyclonal B-cell lymphocytosis,Disease,Disorder,,0011672,D72.8,606445,C1847973,C564707,,,Persistent polyclonal B-cell lymphocytosis,No data available,Multigenic/multifactorial
300313,Congenital cataract-hearing loss-severe developmental delay syndrome,Disease,Disorder,,0013772,E88.8,614482,C4751114,,,,Congenital cataract-hearing loss-severe developmental delay syndrome,"Infancy, Neonatal",Autosomal recessive
300298,Severe congenital hypochromic anemia with ringed sideroblasts,Disease,Disorder,3A72.00,0014094,D64.0,615234,C4511137,,,,Severe congenital hypochromic anemia with ringed sideroblasts,"Infancy, Neonatal",Unknown
300305,11p15.4 microduplication syndrome,Malformation syndrome,Disorder,LD41.A,0017580,Q92.3,,C4749508,,,,11p15.4 microduplication syndrome,"Infancy, Neonatal",Autosomal dominant
300284,Connective tissue disorder due to lysyl hydroxylase-3 deficiency,Disease,Disorder,4A4Y,0012892,M35.8,612394,C4706393,,,,Connective tissue disorder due to lysyl hydroxylase-3 deficiency,"Antenatal, Neonatal",Not applicable
300293,Transient infantile hypertriglyceridemia and hepatosteatosis,Disease,Disorder,DB99.Y,0013771,K76.0,614480,C4751115,,,,Transient infantile hypertriglyceridemia and hepatosteatosis,"Infancy, Neonatal",Autosomal recessive
300385,Pituitary carcinoma,Disease,Disorder,,0017582,C75.1,,C0346300,,,9371,Pituitary carcinoma,All ages,Unknown
300493,Sagliker syndrome,Particular clinical situation in a disease or syndrome,Disorder,GB90.4Y,0017584,M89.8,,C5681093,,,,Sagliker syndrome,All ages,Multigenic/multifactorial
300373,X-linked acrogigantism,Disease,Disorder,5A60.0,0017581,E22.0,300942,C4751112,,,,X-linked acrogigantism,"Childhood, Infancy, Neonatal",X-linked dominant
300382,Progeroid and marfanoid aspect-lipodystrophy syndrome,Disease,Disorder,LD27.6,0014831,E88.1,616914,C4751111,,,,Progeroid and marfanoid aspect-lipodystrophy syndrome,"Infancy, Neonatal",Autosomal dominant
300345,Autosomal systemic lupus erythematosus,Disease,Disorder,4A40.0Y,0013743,M32.8,614420,C4750787,,,,Autosomal systemic lupus erythematosus,Childhood,"Autosomal dominant, Autosomal recessive"
300359,PLCG2-associated antibody deficiency and immune dysregulation,Disease,Disorder,4A60.Y,0013766,L50.2,614468,C4722480,,,,PLCG2-associated antibody deficiency and immune dysregulation,"Infancy, Neonatal",Autosomal dominant
300333,Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome,Disease,Disorder,GB41,0012190,N04.8,609057,C4751113,,,,Nephrotic syndrome-epidermolysis bullosa-sensorineural deafness syndrome,Adolescent,Autosomal recessive
